_time,http_result,icmp_result,tcp_result,udp_result
2024-09-20 17:02:24+00:00,22.038,40.535,25.98,39.138
2024-09-20 17:02:22+00:00,26.992,66.196,23.887,57.757
2024-09-20 17:02:20+00:00,25.883,59.105,20.971,59.569
2024-09-20 17:02:18+00:00,43.849,97.303,33.106,97.323
2024-09-20 17:02:16+00:00,26.055,58.058,21.829,58.072
2024-09-20 17:02:14+00:00,24.024,53.579,27.766,53.631
2024-09-20 17:02:12+00:00,51.774,208.485,44.461,236.634
2024-09-20 17:02:10+00:00,25.045,53.467,21.971,53.988
2024-09-20 17:02:08+00:00,28.832,467.217,30.325,467.153
2024-09-20 17:02:05+00:00,28.832,69.187,30.325,64.302
2024-09-20 17:02:03+00:00,24.962,46.898,20.977,46.866
2024-09-20 17:02:01+00:00,30.912,38.647,24.786,44.035
2024-09-20 17:01:59+00:00,31.779,30.39,25.841,36.035
2024-09-20 17:01:57+00:00,26.225,272.099,232.978,277.021
2024-09-20 17:01:55+00:00,26.225,53.768,21.075,53.601
2024-09-20 17:01:53+00:00,24.919,46.081,26.083,46.018
2024-09-20 17:01:51+00:00,33.138,45.664,21.876,61.491
2024-09-20 17:01:49+00:00,24.059,51.685,21.876,56.287
2024-09-20 17:01:47+00:00,37.828,228.471,29.275,236.278
2024-09-20 17:01:45+00:00,22.954,40.865,20.794,41.516
2024-09-20 17:01:43+00:00,21.693,40.865,24.353,41.516
2024-09-20 17:01:41+00:00,28.364,42.901,26.044,48.415
2024-09-20 17:01:39+00:00,31.401,52.482,36.724,52.574
2024-09-20 17:01:37+00:00,25.786,38.742,22.278,38.71
2024-09-20 17:01:35+00:00,26.646,69.968,29.697,71.507
2024-09-20 17:01:33+00:00,26.209,49.365,29.834,61.858
2024-09-20 17:01:31+00:00,45.473,43.923,45.437,44.076
2024-09-20 17:01:02+00:00,40.008,64.444,34.095,64.483
2024-09-20 17:01:00+00:00,48.426,55.842,48.34,55.691
2024-09-20 17:00:58+00:00,41.487,44.632,41.517,56.514
2024-09-20 17:00:56+00:00,40.14,39.321,42.066,39.686
2024-09-20 17:00:54+00:00,24.538,41.949,21.958,42.06
2024-09-20 16:59:47+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:45+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:43+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:41+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:39+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:37+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:35+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:33+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:31+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:29+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:27+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:25+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:23+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:21+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:19+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:59:17+00:00,25.291,45.168,22.405,53.254
2024-09-20 16:59:15+00:00,25.033,55.999,28.896,60.275
2024-09-20 16:59:13+00:00,26.229,23.616,26.259,28.632
2024-09-20 16:59:11+00:00,30.187,53.092,28.67,64.49
2024-09-20 16:59:09+00:00,21.047,41.352,19.991,46.95
2024-09-20 16:59:07+00:00,22.047,51.413,26.274,49.876
2024-09-20 16:59:05+00:00,21.351,50.806,21.333,50.728
2024-09-20 16:59:03+00:00,27.473,57.932,28.009,57.898
2024-09-20 16:59:01+00:00,22.267,45.372,21.406,44.713
2024-09-20 16:58:59+00:00,21.09,47.613,25.405,54.132
2024-09-20 16:58:57+00:00,32.149,40.016,28.061,39.859
2024-09-20 16:58:55+00:00,30.053,46.049,25.985,45.579
2024-09-20 16:58:53+00:00,32.097,243.16,197.446,243.042
2024-09-20 16:58:51+00:00,27.153,48.431,32.083,49.409
2024-09-20 16:58:49+00:00,45.156,30.587,59.353,31.335
2024-09-20 16:58:47+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:45+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:43+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:41+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:39+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:37+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:35+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:33+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:31+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:29+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:27+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:25+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:23+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:21+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:19+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:58:17+00:00,29.9,42.478,30.157,45.352
2024-09-20 16:58:15+00:00,28.269,59.433,34.917,59.327
2024-09-20 16:58:13+00:00,27.789,276.699,223.126,277.225
2024-09-20 16:58:11+00:00,24.324,60.288,22.071,61.29
2024-09-20 16:58:09+00:00,26.599,28.176,21.257,28.976
2024-09-20 16:58:07+00:00,21.068,42.986,28.979,46.223
2024-09-20 16:58:05+00:00,26.197,41.181,21.153,41.138
2024-09-20 16:58:03+00:00,30.118,42.389,20.795,42.477
2024-09-20 16:58:01+00:00,22.12,25.2,30.03,32.902
2024-09-20 16:57:59+00:00,39.072,48.648,21.047,49.714
2024-09-20 16:57:57+00:00,26.529,28.126,22.133,29.451
2024-09-20 16:57:55+00:00,27.642,36.922,21.16,37.073
2024-09-20 16:57:53+00:00,21.106,30.414,26.092,31.093
2024-09-20 16:57:51+00:00,21.094,50.96,34.917,50.295
2024-09-20 16:57:49+00:00,25.51,23.748,24.161,29.067
2024-09-20 16:57:47+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:45+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:42+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:40+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:38+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:36+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:34+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:32+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:30+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:28+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:26+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:24+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:22+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:20+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:18+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:57:16+00:00,24.322,28.276,24.022,34.896
2024-09-20 16:57:14+00:00,38.102,42.452,38.122,42.387
2024-09-20 16:57:12+00:00,20.064,19.951,30.887,32.289
2024-09-20 16:57:10+00:00,26.235,48.517,20.444,48.544
2024-09-20 16:57:08+00:00,23.917,42.365,24.972,46.441
2024-09-20 16:57:06+00:00,33.855,90.068,34.981,89.977
2024-09-20 16:57:04+00:00,27.332,40.149,26.312,39.655
2024-09-20 16:57:02+00:00,39.915,57.017,32.058,58.863
2024-09-20 16:57:00+00:00,39.332,41.316,35.689,42.729
2024-09-20 16:56:58+00:00,30.256,54.51,29.981,57.709
2024-09-20 16:56:56+00:00,32.026,47.829,32.229,48.604
2024-09-20 16:56:54+00:00,34.893,47.236,29.985,52.774
2024-09-20 16:56:52+00:00,36.175,62.067,41.784,67.776
2024-09-20 16:56:50+00:00,26.764,64.203,34.829,64.228
2024-09-20 16:56:48+00:00,41.905,37.249,40.096,52.531
2024-09-20 16:56:46+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:44+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:42+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:40+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:38+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:36+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:34+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:32+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:30+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:28+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:26+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:24+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:22+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:20+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:18+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:56:16+00:00,30.915,55.486,30.047,55.585
2024-09-20 16:56:14+00:00,30.908,41.754,33.901,47.542
2024-09-20 16:56:12+00:00,26.049,43.878,34.235,43.091
2024-09-20 16:56:10+00:00,34.958,43.344,26.056,43.376
2024-09-20 16:56:08+00:00,32.21,55.549,37.657,67.816
2024-09-20 16:56:06+00:00,28.15,63.608,39.751,69.356
2024-09-20 16:56:04+00:00,35.708,67.43,30.963,67.365
2024-09-20 16:56:02+00:00,33.997,45.257,25.679,50.904
2024-09-20 16:56:00+00:00,30.921,51.389,38.089,56.824
2024-09-20 16:55:58+00:00,28.0,55.055,23.759,60.636
2024-09-20 16:55:56+00:00,22.062,48.274,29.902,49.844
2024-09-20 16:55:54+00:00,29.749,42.812,36.03,43.464
2024-09-20 16:55:52+00:00,27.076,53.744,24.95,55.166
2024-09-20 16:55:50+00:00,32.167,56.364,25.417,56.41
2024-09-20 16:55:48+00:00,35.759,54.206,38.236,59.742
2024-09-20 16:55:46+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:44+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:42+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:40+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:38+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:36+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:34+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:32+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:30+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:28+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:26+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:24+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:22+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:20+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:18+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:55:16+00:00,32.626,53.993,44.479,60.123
2024-09-20 16:55:14+00:00,40.108,60.992,38.563,56.604
2024-09-20 16:55:12+00:00,41.054,54.003,20.058,55.47
2024-09-20 16:55:10+00:00,36.72,44.721,26.021,48.746
2024-09-20 16:55:08+00:00,28.636,37.696,35.025,38.32
2024-09-20 16:55:06+00:00,30.167,32.66,26.489,33.874
2024-09-20 16:55:04+00:00,27.542,25.032,24.419,41.212
2024-09-20 16:55:02+00:00,44.551,21.301,35.915,39.903
2024-09-20 16:55:00+00:00,21.088,22.29,23.019,38.267
2024-09-20 16:54:58+00:00,32.071,27.314,33.024,33.823
2024-09-20 16:54:56+00:00,39.028,19.109,36.677,35.965
2024-09-20 16:54:54+00:00,35.085,31.075,36.685,39.478
2024-09-20 16:54:52+00:00,24.075,30.728,26.529,29.873
2024-09-20 16:54:50+00:00,26.608,24.497,29.626,36.426
2024-09-20 16:54:48+00:00,26.016,28.053,28.997,29.26
2024-09-20 16:54:46+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:44+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:42+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:40+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:38+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:36+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:34+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:32+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:30+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:28+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:26+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:23+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:21+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:19+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:17+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:54:15+00:00,25.862,63.083,22.068,63.518
2024-09-20 16:54:13+00:00,21.461,37.662,21.402,37.683
2024-09-20 16:54:11+00:00,27.098,52.648,25.472,54.882
2024-09-20 16:54:09+00:00,24.416,22.404,24.024,26.687
2024-09-20 16:54:07+00:00,21.95,48.831,21.527,48.138
2024-09-20 16:54:05+00:00,31.046,18.945,24.446,29.632
2024-09-20 16:54:03+00:00,33.735,153.375,97.865,152.366
2024-09-20 16:54:01+00:00,24.612,23.896,23.368,25.166
2024-09-20 16:53:59+00:00,31.482,52.408,23.295,54.283
2024-09-20 16:53:57+00:00,24.513,47.995,22.532,48.254
2024-09-20 16:53:55+00:00,34.514,164.381,33.367,163.525
2024-09-20 16:53:53+00:00,28.119,28.16,22.399,32.535
2024-09-20 16:53:51+00:00,29.869,60.525,24.549,60.587
2024-09-20 16:53:49+00:00,29.353,51.945,25.558,53.015
2024-09-20 16:53:47+00:00,21.994,34.077,25.344,35.499
2024-09-20 16:53:45+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:43+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:41+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:39+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:37+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:35+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:33+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:31+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:29+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:27+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:25+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:23+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:21+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:19+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:17+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 16:53:15+00:00,30.226,54.699,24.374,55.66
2024-09-20 16:53:13+00:00,24.499,54.487,28.515,58.817
2024-09-20 16:53:11+00:00,25.42,57.261,27.259,62.218
2024-09-20 16:53:09+00:00,41.222,58.394,24.737,58.409
2024-09-20 16:53:07+00:00,25.419,54.331,24.588,54.493
2024-09-20 16:53:05+00:00,25.003,44.857,30.377,45.685
2024-09-20 16:53:03+00:00,22.293,39.884,21.258,39.882
2024-09-20 16:53:01+00:00,28.139,150.355,28.347,150.494
2024-09-20 16:52:59+00:00,29.12,41.081,21.198,41.365
2024-09-20 16:52:57+00:00,32.02,54.482,20.92,53.77
2024-09-20 16:52:55+00:00,31.443,76.618,32.265,76.311
2024-09-20 16:52:53+00:00,22.038,40.958,34.624,40.987
2024-09-20 16:52:51+00:00,30.88,247.192,201.223,247.109
2024-09-20 16:52:49+00:00,25.575,39.089,24.424,38.995
2024-09-20 16:52:47+00:00,26.04,79.234,32.384,79.153
2024-09-20 16:52:45+00:00,37.928,162.169,109.34,162.197
2024-09-20 16:52:43+00:00,26.168,30.795,20.65,41.133
2024-09-20 16:52:41+00:00,26.666,332.429,308.045,332.49
2024-09-20 16:52:39+00:00,33.85,89.793,31.097,88.92
2024-09-20 16:52:37+00:00,36.215,260.606,36.404,260.64
2024-09-20 16:52:35+00:00,35.846,335.827,309.537,335.938
2024-09-20 16:52:33+00:00,30.132,41.897,27.736,41.799
2024-09-20 16:52:31+00:00,28.445,41.897,27.736,41.799
2024-09-20 16:52:29+00:00,29.768,259.617,212.492,259.072
2024-09-20 16:52:27+00:00,33.114,352.991,33.417,354.279
2024-09-20 16:52:25+00:00,21.113,41.433,26.329,42.809
2024-09-20 16:52:23+00:00,33.757,41.433,26.329,42.809
2024-09-20 16:52:21+00:00,27.181,49.277,25.236,53.068
2024-09-20 16:52:19+00:00,31.64,49.277,304.375,53.068
2024-09-20 16:52:17+00:00,34.857,134.7,80.551,134.816
2024-09-20 16:52:15+00:00,37.335,204.411,151.119,207.462
2024-09-20 16:52:13+00:00,39.07,290.883,252.23,290.945
2024-09-20 16:52:11+00:00,29.797,46.942,24.959,46.995
2024-09-20 16:52:09+00:00,26.859,145.905,26.753,146.043
2024-09-20 16:52:07+00:00,29.141,215.02,177.352,215.051
2024-09-20 16:52:05+00:00,29.0,27.284,23.292,33.316
2024-09-20 16:50:45+00:00,120.577,129.726,119.938,146.566
2024-09-20 16:50:43+00:00,30.871499999999997,2147483.8,8.016,1454075.5
2024-09-16 18:39:27+00:00,30.871499999999997,1001.179,0.049,158328.19
2024-09-16 18:35:46+00:00,31.923,58.787,26.269,60.374
2024-09-16 18:35:44+00:00,24.578,64.213,28.552,63.307
2024-09-16 18:35:42+00:00,31.23,20.626,20.451,26.406
2024-09-16 18:35:29+00:00,119.512,132.084,119.69,154.523
2024-09-16 18:35:27+00:00,116.196,113.884,30.089,125.812
2024-09-16 18:35:25+00:00,128.195,139.063,128.064,152.19
2024-09-16 18:35:23+00:00,123.413,157.669,123.607,167.265
2024-09-16 18:35:21+00:00,124.294,124.951,118.744,128.802
2024-09-16 18:35:19+00:00,122.586,111.039,119.205,121.589
2024-09-16 18:35:12+00:00,121.855,111.039,121.316,140.825
2024-09-16 18:35:09+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:35:07+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:28+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:26+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:24+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:22+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:20+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:18+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:16+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:14+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:12+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:10+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:08+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:05+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:03+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:30:01+00:00,127.99,132.003,125.64,125.547
2024-09-16 18:29:59+00:00,140.902,134.15,120.809,129.293
2024-09-16 18:29:57+00:00,129.934,456.539,126.277,316.391
2024-09-16 18:29:55+00:00,124.551,137.068,135.159,138.465
2024-09-16 18:29:53+00:00,133.8,149.191,120.218,132.516
2024-09-16 18:29:51+00:00,126.885,136.969,118.263,129.622
2024-09-16 18:29:49+00:00,120.933,148.814,120.121,135.891
2024-09-16 18:29:47+00:00,127.429,158.211,130.193,139.657
2024-09-16 18:29:45+00:00,127.632,167.623,137.064,143.672
2024-09-16 18:29:43+00:00,126.737,165.51,131.238,145.657
2024-09-16 18:29:41+00:00,134.868,217.131,245.693,308.024
2024-09-16 18:29:39+00:00,123.78,144.307,142.223,133.489
2024-09-16 18:29:37+00:00,116.332,142.578,118.517,122.472
2024-09-16 18:29:35+00:00,121.938,154.35,197.751,189.296
2024-09-16 18:29:33+00:00,191.183,172.223,196.074,167.002
2024-09-16 18:29:31+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:29+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:27+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:25+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:23+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:21+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:19+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:17+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:15+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:13+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:11+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:09+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:07+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:05+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:03+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:29:01+00:00,120.73,145.227,124.081,122.997
2024-09-16 18:28:59+00:00,117.537,143.606,120.121,113.896
2024-09-16 18:28:57+00:00,123.205,133.367,230.829,177.848
2024-09-16 18:28:55+00:00,115.661,134.725,118.152,124.136
2024-09-16 18:28:53+00:00,117.25,126.906,116.098,121.331
2024-09-16 18:28:51+00:00,117.159,136.5,126.346,132.077
2024-09-16 18:28:49+00:00,126.576,122.395,119.562,116.036
2024-09-16 18:28:47+00:00,116.615,142.229,120.016,116.036
2024-09-16 18:28:45+00:00,116.781,138.628,126.417,126.486
2024-09-16 18:28:43+00:00,132.679,145.672,113.508,126.094
2024-09-16 18:28:41+00:00,121.184,137.391,120.252,130.067
2024-09-16 18:28:39+00:00,126.315,142.295,112.8,134.277
2024-09-16 18:28:37+00:00,116.998,140.529,121.088,124.427
2024-09-16 18:28:35+00:00,117.259,148.608,125.63,130.411
2024-09-16 18:28:33+00:00,126.148,141.659,127.129,124.12
2024-09-16 18:28:31+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:29+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:27+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:25+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:23+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:21+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:18+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:16+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:14+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:12+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:10+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:08+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:06+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:04+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:02+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:28:00+00:00,116.191,121.832,129.391,146.909
2024-09-16 18:27:58+00:00,118.311,128.296,125.419,149.129
2024-09-16 18:27:56+00:00,130.79,136.331,121.417,132.95
2024-09-16 18:27:54+00:00,117.367,149.104,130.515,127.738
2024-09-16 18:27:52+00:00,135.31,139.78,129.288,180.696
2024-09-16 18:27:50+00:00,113.088,147.211,115.755,142.287
2024-09-16 18:27:48+00:00,122.499,142.834,114.646,146.892
2024-09-16 18:27:46+00:00,125.64,130.75,125.05,285.666
2024-09-16 18:27:44+00:00,126.829,150.476,118.624,118.964
2024-09-16 18:27:42+00:00,121.603,144.621,118.93,131.5
2024-09-16 18:27:40+00:00,122.812,138.894,117.73,118.326
2024-09-16 18:27:38+00:00,123.033,147.02,122.68,124.154
2024-09-16 18:27:36+00:00,134.06,146.013,122.942,123.91
2024-09-16 18:27:34+00:00,121.654,137.874,125.994,124.363
2024-09-16 18:27:32+00:00,123.871,145.556,124.915,116.914
2024-09-16 18:27:30+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:28+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:26+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:24+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:22+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:20+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:18+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:16+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:14+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:12+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:10+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:08+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:06+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:04+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:02+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-16 18:27:00+00:00,116.499,131.925,119.62,130.603
2024-09-16 18:26:58+00:00,122.363,185.757,122.453,176.81
2024-09-16 18:26:56+00:00,121.504,145.776,125.937,155.2
2024-09-16 18:26:54+00:00,122.885,346.021,213.87,345.794
2024-09-16 18:17:13+00:00,30.081,66.747,38.753,75.533
2024-09-16 18:17:11+00:00,54.772,46.653,61.183,64.036
2024-09-16 18:17:09+00:00,29.144,34.696,37.968,47.254
2024-09-16 18:17:07+00:00,42.987,66.35,28.806,66.532
2024-09-16 18:17:05+00:00,30.033,60.307,27.85,60.448
2024-09-16 18:17:03+00:00,35.554,68.144,29.235,78.409
2024-09-16 18:17:00+00:00,30.5,44.841,30.049,54.307
2024-09-16 18:16:58+00:00,37.13,57.068,31.758,66.69
2024-09-16 18:16:56+00:00,44.331,75.072,28.98,74.974
2024-09-16 18:16:54+00:00,30.239,68.802,38.011,68.787
2024-09-16 18:16:52+00:00,30.046,53.122,29.133,65.85
2024-09-16 18:16:50+00:00,32.154,75.182,28.698,75.246
2024-09-16 18:16:48+00:00,29.085,54.44,29.916,54.375
2024-09-16 18:16:46+00:00,30.194,46.062,29.092,59.331
2024-09-16 18:16:44+00:00,30.441,68.524,31.972,86.401
2024-09-16 18:16:42+00:00,31.303,50.875,31.049,62.022
2024-09-16 18:16:40+00:00,42.153,52.884,36.274,64.427
2024-09-16 18:16:38+00:00,29.998,60.148,29.869,60.224
